时间,swap已用MB,压缩内存MB,空闲%,内存占用前三
2026-08-21 09:14,235.38,5556,75,Claude 1586MB / Google 1575MB / Application 545MB
2026-08-21 09:24,235.38,7211,64,Google 1412MB / Claude 1135MB / Client-Mac-Shipping 646MB
2026-08-21 09:34,235.38,7108,64,Google 1415MB / Claude 1149MB / Client-Mac-Shipping 652MB
2026-08-21 09:44,235.38,7076,64,Google 1423MB / Claude 1184MB / Client-Mac-Shipping 660MB
2026-08-21 09:54,235.38,6998,65,Google 1473MB / Claude 1181MB / Client-Mac-Shipping 667MB
2026-08-21 10:04,235.38,7660,64,Google 1323MB / Claude 1122MB / Client-Mac-Shipping 638MB
2026-08-21 10:14,235.38,7387,63,Google 1360MB / Claude 1144MB / Client-Mac-Shipping 659MB
2026-08-21 10:24,235.38,7330,64,Google 1366MB / Claude 1168MB / Application 811MB
2026-08-21 10:34,235.38,7320,64,Google 1367MB / Claude 1167MB / Application 811MB
2026-08-21 10:44,235.38,7264,65,Google 1382MB / Claude 1158MB / Application 780MB
2026-08-21 10:54,235.38,7261,65,Google 1382MB / Claude 1158MB / Application 781MB
2026-08-21 11:04,235.38,7238,64,Google 1382MB / Claude 1163MB / Application 831MB
2026-08-21 11:14,235.38,7746,63,Google 1185MB / Claude 1110MB / Application 683MB
2026-08-21 11:24,235.38,7563,64,Google 1197MB / Claude 1119MB / Application 687MB
2026-08-21 11:34,235.38,7539,64,Google 1207MB / Claude 1121MB / Application 688MB
2026-08-21 11:44,235.38,7465,63,Google 1209MB / Claude 1127MB / Application 688MB
2026-08-21 11:54,235.38,7426,64,Google 1212MB / Claude 1145MB / Application 752MB
2026-08-21 12:04,235.38,7416,64,Google 1215MB / Claude 1133MB / Application 803MB
2026-08-21 12:14,235.38,7400,64,Google 1215MB / Claude 1147MB / Application 803MB
2026-08-21 12:24,235.38,7395,63,Google 1215MB / Claude 1147MB / Application 803MB
2026-08-21 12:34,235.38,7392,64,Google 1216MB / Claude 1147MB / Application 803MB
2026-08-21 12:44,235.38,7389,64,Google 1218MB / Claude 1147MB / Application 803MB
2026-08-21 12:54,235.38,7352,63,Google 1218MB / Claude 1147MB / Application 803MB
2026-08-21 13:04,235.38,7344,64,Google 1218MB / Claude 1144MB / Application 803MB
2026-08-21 13:14,235.38,5868,69,Google 1274MB / Claude 1242MB / Application 804MB
2026-08-21 13:24,235.38,6705,70,Google 1008MB / Claude 994MB / WeChatAppEx 332MB
2026-08-21 13:34,235.38,6445,70,Google 1037MB / Claude 1036MB / Application 578MB
2026-08-21 13:44,235.38,6115,69,Claude 1118MB / Google 1085MB / Application 580MB
2026-08-21 13:54,235.38,5851,70,Google 2275MB / Claude 1147MB / Application 599MB
2026-08-21 14:04,235.38,5563,73,Google 2212MB / Claude 1241MB / Application 614MB
2026-08-21 14:14,235.38,5522,73,Google 2170MB / Claude 1212MB / Application 624MB
2026-08-21 14:24,235.38,5240,73,Google 1845MB / Claude 1557MB / Application 899MB
2026-08-21 14:34,235.38,5093,75,Google 1845MB / Claude 1614MB / Application 1013MB
2026-08-21 14:44,235.38,5063,75,Google 1844MB / Claude 1621MB / Application 1079MB
2026-08-21 14:54,235.38,5024,76,Google 1844MB / Claude 1595MB / Application 1080MB
2026-08-21 15:04,235.38,5016,76,Google 1846MB / Claude 1595MB / Application 1080MB
2026-08-21 15:14,235.38,5004,76,Google 1845MB / Claude 1595MB / Application 1080MB
2026-08-21 15:24,235.38,4999,76,Google 1845MB / Claude 1584MB / Application 1080MB
2026-08-21 15:34,235.38,4999,76,Google 1846MB / Claude 1573MB / Application 1080MB
2026-08-21 15:44,235.38,4995,76,Google 1849MB / Claude 1575MB / Application 1080MB
2026-08-21 15:54,235.38,5363,67,Google 2393MB / Claude 1239MB / Application 803MB
2026-08-21 16:04,235.38,5326,67,Google 2695MB / Claude 1259MB / Application 672MB
2026-08-21 16:14,235.38,5189,75,Google 2299MB / Claude 1354MB / Application 693MB
2026-08-21 16:24,235.38,5232,75,Google 2200MB / Claude 1443MB / NeteaseMusic 923MB
2026-08-21 16:34,235.38,5123,73,Google 2068MB / Claude 1418MB / NeteaseMusic 953MB
2026-08-21 16:44,235.38,5287,73,Google 2862MB / Claude 1428MB / NeteaseMusic 758MB
2026-08-21 16:54,235.38,5327,73,Google 2766MB / Claude 1406MB / NeteaseMusic 841MB
2026-08-21 17:04,235.38,5570,73,Google 2536MB / Claude 1425MB / NeteaseMusic 811MB
2026-08-21 17:14,235.38,5511,72,Google 2538MB / Claude 1416MB / NeteaseMusic 811MB
2026-08-21 17:24,235.38,5790,72,Google 2414MB / Claude 1484MB / NeteaseMusic 772MB
2026-08-21 17:34,235.38,5862,71,Google 2401MB / Claude 1488MB / NeteaseMusic 751MB
2026-08-21 17:44,235.38,6058,69,Google 2350MB / Claude 1485MB / NeteaseMusic 741MB
2026-08-21 17:54,235.38,5671,71,Google 2670MB / Claude 1505MB / NeteaseMusic 742MB
2026-08-21 18:04,235.38,5942,70,Google 2691MB / Claude 1413MB / NeteaseMusic 741MB
2026-08-21 18:14,235.38,6070,69,Google 2641MB / Claude 1426MB / NeteaseMusic 735MB
2026-08-21 18:24,235.38,6116,70,Google 2553MB / Claude 1390MB / NeteaseMusic 649MB
2026-08-21 18:34,235.38,6209,69,Google 2541MB / Claude 1403MB / Application 824MB
2026-08-21 18:44,235.38,6226,69,Google 2745MB / Claude 1443MB / Application 808MB
2026-08-21 18:54,235.38,6188,71,Google 2667MB / Claude 1493MB / Application 809MB
2026-08-21 19:04,235.38,6327,71,Google 2653MB / Claude 1496MB / Application 754MB
2026-08-21 19:14,235.38,6268,72,Google 2707MB / Claude 1471MB / Application 754MB
2026-08-21 19:24,235.38,6299,71,Google 2712MB / Claude 1473MB / Application 664MB
2026-08-21 19:34,235.38,6282,71,Google 2716MB / Claude 1470MB / Application 645MB
2026-08-21 19:44,235.38,6302,72,Google 2726MB / Claude 1421MB / NeteaseMusic 610MB
2026-08-21 19:54,235.38,6549,70,Google 2613MB / Claude 1373MB / NeteaseMusic 602MB
2026-08-21 20:04,235.38,6384,70,Google 2647MB / Claude 1473MB / NeteaseMusic 602MB
2026-08-21 20:14,235.38,6370,71,Google 2652MB / Claude 1467MB / NeteaseMusic 603MB
2026-08-21 20:24,235.38,6330,71,Google 2658MB / Claude 1476MB / NeteaseMusic 605MB
2026-08-21 20:34,235.38,6322,71,Google 2662MB / Claude 1414MB / NeteaseMusic 605MB
2026-08-21 20:44,235.38,6317,70,Google 2669MB / Claude 1433MB / NeteaseMusic 605MB
2026-08-21 20:54,235.38,6326,71,Google 2667MB / Claude 1453MB / NeteaseMusic 605MB
2026-08-21 21:04,235.38,6316,71,Google 2666MB / Claude 1488MB / NeteaseMusic 605MB
2026-08-21 21:14,235.38,6312,70,Google 2671MB / Claude 1451MB / NeteaseMusic 605MB
2026-08-21 21:24,235.38,6288,70,Google 2672MB / Claude 1454MB / NeteaseMusic 608MB
2026-08-21 21:34,235.38,6287,70,Google 2674MB / Claude 1455MB / NeteaseMusic 608MB
2026-08-21 21:44,235.38,6281,70,Google 2686MB / Claude 1453MB / NeteaseMusic 608MB
2026-08-21 21:54,235.38,6175,71,Google 2431MB / Claude 1452MB / NeteaseMusic 608MB
2026-08-21 22:04,235.38,6144,71,Google 2430MB / Claude 1452MB / NeteaseMusic 608MB
2026-08-21 22:14,235.38,6082,72,Google 2430MB / Claude 1461MB / NeteaseMusic 608MB
2026-08-21 22:24,235.38,6067,71,Google 2431MB / Claude 1463MB / NeteaseMusic 609MB
2026-08-21 22:34,235.38,6151,71,Google 2432MB / Claude 1476MB / NeteaseMusic 609MB
2026-08-21 22:44,235.38,6079,72,Google 2050MB / Claude 1448MB / NeteaseMusic 608MB
2026-08-21 22:54,235.38,6074,72,Google 2051MB / Claude 1453MB / NeteaseMusic 608MB
2026-08-21 23:04,235.38,6073,72,Google 2057MB / Claude 1582MB / NeteaseMusic 608MB
2026-08-21 23:14,235.38,6070,72,Google 2061MB / Claude 1582MB / NeteaseMusic 609MB
2026-08-21 23:24,235.38,6069,72,Google 2066MB / Claude 1584MB / NeteaseMusic 608MB
2026-08-21 23:34,235.38,6069,72,Google 2068MB / Claude 1582MB / NeteaseMusic 608MB
2026-08-21 23:44,235.38,6062,72,Google 2073MB / Claude 1585MB / NeteaseMusic 609MB
2026-08-21 23:54,235.38,6051,72,Google 2078MB / Claude 1586MB / NeteaseMusic 609MB
2026-08-22 00:04,227.38,6055,72,Google 2082MB / Claude 1587MB / NeteaseMusic 609MB
2026-08-22 00:14,227.38,6044,71,Google 2085MB / Claude 1586MB / NeteaseMusic 609MB
2026-08-22 00:24,227.38,6041,71,Google 2086MB / Claude 1590MB / NeteaseMusic 609MB
2026-08-22 00:34,227.38,6034,71,Google 2088MB / Claude 1588MB / NeteaseMusic 609MB
2026-08-22 00:44,227.38,6043,71,Google 2094MB / Claude 1590MB / NeteaseMusic 609MB
2026-08-22 00:54,227.38,6038,71,Google 2089MB / Claude 1586MB / NeteaseMusic 609MB
2026-08-22 01:04,227.38,6037,71,Google 2090MB / Claude 1588MB / NeteaseMusic 609MB
2026-08-22 01:14,227.38,6031,72,Google 2091MB / Claude 1589MB / NeteaseMusic 609MB
2026-08-22 01:24,227.38,6022,72,Google 2091MB / Claude 1593MB / NeteaseMusic 609MB
2026-08-22 01:34,227.38,6018,72,Google 2096MB / Claude 1592MB / NeteaseMusic 609MB
2026-08-22 01:44,227.38,6017,72,Google 2096MB / Claude 1591MB / NeteaseMusic 609MB
2026-08-22 01:54,227.38,6014,72,Google 2097MB / Claude 1593MB / NeteaseMusic 609MB
2026-08-22 02:04,227.38,6013,72,Google 2098MB / Claude 1599MB / NeteaseMusic 609MB
2026-08-22 02:14,227.38,6017,72,Google 2100MB / Claude 1595MB / NeteaseMusic 610MB
2026-08-22 02:24,227.38,6068,72,Google 2099MB / Claude 1598MB / NeteaseMusic 610MB
2026-08-22 02:34,227.38,6054,72,Google 2101MB / Claude 1593MB / NeteaseMusic 610MB
2026-08-22 02:44,227.38,6092,72,Google 2098MB / Claude 1585MB / NeteaseMusic 610MB
2026-08-22 02:54,227.38,6079,72,Google 2100MB / Claude 1591MB / NeteaseMusic 610MB
2026-08-22 03:04,227.38,6086,72,Google 2099MB / Claude 1587MB / NeteaseMusic 610MB
2026-08-22 03:14,227.38,6080,71,Google 2101MB / Claude 1589MB / NeteaseMusic 610MB
2026-08-22 03:24,227.38,6068,71,Google 2102MB / Claude 1588MB / NeteaseMusic 610MB
2026-08-22 03:34,227.38,6066,71,Google 2104MB / Claude 1589MB / NeteaseMusic 610MB
2026-08-22 03:44,227.38,6105,71,Google 2104MB / Claude 1582MB / NeteaseMusic 610MB
2026-08-22 03:54,227.38,6093,71,Google 2097MB / Claude 1584MB / NeteaseMusic 610MB
2026-08-22 04:04,227.38,6237,71,Google 2072MB / Claude 1566MB / NeteaseMusic 610MB
2026-08-22 04:14,227.38,6232,71,Google 2073MB / Claude 1567MB / NeteaseMusic 610MB
2026-08-22 04:24,227.38,6223,72,Google 2076MB / Claude 1569MB / NeteaseMusic 610MB
2026-08-22 04:34,227.38,6216,72,Google 2077MB / Claude 1569MB / NeteaseMusic 610MB
2026-08-22 04:44,227.38,6214,72,Google 2077MB / Claude 1569MB / NeteaseMusic 610MB
2026-08-22 04:54,227.38,6220,72,Google 2080MB / Claude 1571MB / NeteaseMusic 610MB
2026-08-22 05:04,227.38,6224,72,Google 2080MB / Claude 1571MB / NeteaseMusic 611MB
2026-08-22 05:14,227.38,6190,72,Google 2083MB / Claude 1569MB / NeteaseMusic 612MB
2026-08-22 05:24,227.38,6187,71,Google 2082MB / Claude 1571MB / NeteaseMusic 612MB
2026-08-22 05:34,227.38,6180,71,Google 2084MB / Claude 1571MB / NeteaseMusic 612MB
2026-08-22 05:44,227.38,6200,71,Google 2083MB / Claude 1571MB / NeteaseMusic 612MB
2026-08-22 05:54,227.38,6202,71,Google 2085MB / Claude 1572MB / NeteaseMusic 612MB
2026-08-22 06:04,227.38,6243,71,Google 2085MB / Claude 1575MB / NeteaseMusic 612MB
2026-08-22 06:14,227.38,6235,71,Google 2086MB / Claude 1570MB / NeteaseMusic 612MB
2026-08-22 06:24,227.38,6242,71,Google 2088MB / Claude 1572MB / NeteaseMusic 612MB
2026-08-22 06:34,227.38,6236,71,Google 2088MB / Claude 1571MB / NeteaseMusic 612MB
2026-08-22 06:44,227.38,6232,71,Google 2089MB / Claude 1572MB / NeteaseMusic 612MB
2026-08-22 06:54,227.38,6224,71,Google 2084MB / Claude 1573MB / NeteaseMusic 612MB
2026-08-22 07:04,227.38,6678,70,Google 2081MB / Claude 1542MB / NeteaseMusic 611MB
2026-08-22 07:14,227.38,6547,71,Google 2062MB / Claude 1349MB / NeteaseMusic 591MB
2026-08-22 07:24,227.38,6504,71,Google 2064MB / Claude 1352MB / NeteaseMusic 592MB
2026-08-22 07:34,227.38,6494,71,Google 2066MB / Claude 1351MB / NeteaseMusic 594MB
2026-08-22 07:44,227.38,6490,71,Google 2066MB / Claude 1349MB / NeteaseMusic 594MB
2026-08-22 07:54,227.38,6484,71,Google 2069MB / Claude 1350MB / NeteaseMusic 594MB
2026-08-22 08:04,227.38,6474,71,Google 2071MB / Claude 1351MB / NeteaseMusic 594MB
2026-08-22 08:14,227.38,6452,71,Google 2074MB / Claude 1352MB / NeteaseMusic 594MB
2026-08-22 08:24,227.38,6451,71,Google 2074MB / Claude 1356MB / NeteaseMusic 594MB
2026-08-22 08:34,227.38,6449,71,Google 2074MB / Claude 1354MB / NeteaseMusic 595MB
2026-08-22 08:44,227.38,6448,71,Google 2075MB / Claude 1355MB / NeteaseMusic 595MB
2026-08-22 08:54,227.38,6432,71,Google 2078MB / Claude 1356MB / NeteaseMusic 594MB
2026-08-22 09:04,227.38,6379,71,Google 2078MB / Claude 1357MB / NeteaseMusic 595MB
2026-08-22 09:14,227.38,6377,70,Google 2079MB / Claude 1359MB / NeteaseMusic 595MB
2026-08-22 09:24,227.38,6370,70,Google 2082MB / Claude 1356MB / NeteaseMusic 595MB
2026-08-22 09:34,227.38,6369,70,Google 2082MB / Claude 1355MB / NeteaseMusic 595MB
2026-08-22 09:44,227.38,6369,70,Google 2084MB / Claude 1357MB / NeteaseMusic 595MB
2026-08-22 09:54,227.38,6377,70,Google 2078MB / Claude 1493MB / NeteaseMusic 595MB
2026-08-22 10:04,227.38,6348,70,Google 2078MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 10:14,227.38,6341,71,Google 2080MB / Claude 1492MB / NeteaseMusic 595MB
2026-08-22 10:24,227.38,6328,71,Google 2081MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 10:34,227.38,6326,71,Google 2081MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 10:44,227.38,6325,71,Google 2083MB / Claude 1496MB / NeteaseMusic 595MB
2026-08-22 10:54,227.38,6323,71,Google 2085MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 11:04,227.38,6315,71,Google 2084MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 11:14,227.38,6331,71,Google 2085MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 11:24,227.38,6326,72,Google 2088MB / Claude 1494MB / NeteaseMusic 595MB
2026-08-22 11:34,227.38,6321,72,Google 2091MB / Claude 1495MB / NeteaseMusic 595MB
2026-08-22 11:44,227.38,6296,72,Google 2091MB / Claude 1493MB / NeteaseMusic 595MB
2026-08-22 11:54,227.38,6297,72,Google 2092MB / Claude 1492MB / NeteaseMusic 595MB
2026-08-22 12:04,227.38,6297,72,Google 2092MB / Claude 1493MB / NeteaseMusic 595MB
2026-08-22 12:14,227.38,6298,72,Google 2094MB / Claude 1493MB / NeteaseMusic 595MB
2026-08-22 12:24,227.38,6291,71,Google 2094MB / Claude 1500MB / NeteaseMusic 601MB
2026-08-22 12:34,227.38,6308,71,Google 2095MB / Claude 1520MB / NeteaseMusic 601MB
2026-08-22 12:44,227.38,6320,71,Google 2096MB / Claude 1549MB / Application 609MB
2026-08-22 12:54,227.38,6317,71,Google 2089MB / Claude 1574MB / Application 667MB
2026-08-22 13:04,227.38,6306,71,Google 2090MB / Claude 1559MB / Application 680MB
2026-08-22 13:14,227.38,6345,71,Google 2092MB / Claude 1572MB / Application 705MB
2026-08-22 13:24,227.38,6307,72,Google 2092MB / Claude 1554MB / Application 750MB
2026-08-22 13:34,227.38,6304,72,Google 2094MB / Claude 1545MB / Application 750MB
2026-08-22 13:44,227.38,6299,72,Google 2095MB / Claude 1552MB / Application 772MB
2026-08-22 13:54,227.38,6307,71,Google 2094MB / Claude 1562MB / Application 819MB
2026-08-22 14:04,227.38,6324,72,Google 2095MB / Claude 1539MB / Application 821MB
2026-08-22 14:14,227.38,6318,71,Google 2097MB / Claude 1537MB / Application 821MB
2026-08-22 14:24,227.38,6329,72,Google 2097MB / Claude 1527MB / Application 759MB
2026-08-22 14:34,227.38,6341,71,Google 2097MB / Claude 1551MB / Application 785MB
2026-08-22 14:44,227.38,6329,72,Google 2098MB / Claude 1543MB / Application 785MB
2026-08-22 14:54,227.38,6428,71,Google 2074MB / Claude 1538MB / Application 792MB
2026-08-22 15:04,227.38,6412,71,Google 2072MB / Claude 1549MB / Application 843MB
2026-08-22 15:14,227.38,6469,71,Google 2070MB / Claude 1569MB / Application 939MB
2026-08-22 15:24,227.38,6472,70,Google 2069MB / Claude 1582MB / Application 939MB
2026-08-22 15:34,227.38,6470,70,Google 2071MB / Claude 1584MB / Application 939MB
2026-08-22 15:44,227.38,6476,70,Google 2074MB / Claude 1587MB / Application 939MB
2026-08-22 15:54,227.38,6474,70,Google 2069MB / Claude 1597MB / Application 939MB
2026-08-22 16:04,227.38,6518,70,Google 2066MB / Claude 1532MB / Application 937MB
2026-08-22 16:14,227.38,6640,70,Google 2053MB / Claude 1555MB / Application 978MB
2026-08-22 16:24,227.38,6690,70,Google 2038MB / Claude 1632MB / Application 1019MB
2026-08-22 16:34,227.38,6683,71,Google 2037MB / Claude 1563MB / Application 1016MB
2026-08-22 16:44,227.38,6712,71,Google 2022MB / Claude 1546MB / Application 1016MB
2026-08-22 16:54,227.38,6704,71,Google 2024MB / Claude 1562MB / Application 1016MB
2026-08-22 17:04,227.38,6661,71,Google 2024MB / Claude 1549MB / Application 1016MB
2026-08-22 17:14,227.38,6661,71,Google 2025MB / Claude 1560MB / Application 1016MB
2026-08-22 17:24,227.38,6657,71,Google 2025MB / Claude 1533MB / Application 1016MB
2026-08-22 17:34,227.38,6669,71,Google 2023MB / Claude 1535MB / Application 1008MB
2026-08-22 17:44,227.38,6668,70,Google 2025MB / Claude 1565MB / Application 1012MB
2026-08-22 17:54,227.38,6658,71,Google 2026MB / Claude 1562MB / Application 1014MB
2026-08-22 18:04,227.38,6657,70,Google 2027MB / Claude 1552MB / Application 1014MB
2026-08-22 18:14,227.38,6652,70,Google 2028MB / Claude 1550MB / Application 1014MB
2026-08-22 18:24,227.38,6650,70,Google 2029MB / Claude 1547MB / Application 1014MB
2026-08-22 18:34,227.38,6653,70,Google 2029MB / Claude 1554MB / Application 1016MB
2026-08-22 18:44,227.38,6654,70,Google 2031MB / Claude 1583MB / Application 1031MB
2026-08-22 18:54,227.38,6672,70,Google 2024MB / Claude 1570MB / Application 1081MB
2026-08-22 19:04,227.38,6661,71,Google 2025MB / Claude 1557MB / Application 1081MB
2026-08-22 19:14,227.38,9005,64,Google 1216MB / Claude 1052MB / Application 639MB
2026-08-22 19:24,227.38,8496,65,Google 1337MB / Claude 1040MB / Application 641MB
2026-08-22 19:34,227.38,8355,66,Google 1380MB / Claude 1034MB / Application 764MB
2026-08-22 19:44,227.38,8303,66,Google 1395MB / Claude 1041MB / Application 768MB
2026-08-22 19:54,227.38,8224,66,Google 1399MB / Claude 1047MB / Application 768MB
2026-08-22 20:04,227.38,8163,66,Google 1407MB / Claude 1073MB / Application 823MB
2026-08-22 20:14,227.38,8123,67,Google 1420MB / Claude 1091MB / Application 823MB
2026-08-22 20:24,227.38,8105,67,Google 1428MB / Claude 1062MB / Application 824MB
2026-08-22 20:34,227.38,8054,67,Google 1432MB / Claude 1074MB / Application 824MB
2026-08-22 20:44,227.38,8044,65,Google 1438MB / Claude 1082MB / Application 827MB
2026-08-22 20:54,227.38,6951,66,Google 1459MB / Claude 1191MB / Application 843MB
2026-08-22 21:04,227.38,6895,66,Google 1464MB / Claude 1256MB / Application 868MB
2026-08-22 21:14,227.38,6774,67,Google 1468MB / Claude 1237MB / Application 869MB
2026-08-22 21:24,227.38,6723,67,Google 1480MB / Claude 1259MB / Application 934MB
2026-08-22 21:34,227.38,6700,67,Google 1484MB / Claude 1226MB / Application 935MB
2026-08-22 21:44,227.38,6543,67,Google 1989MB / Claude 1251MB / Application 935MB
2026-08-22 21:54,227.38,6638,68,Google 1990MB / Claude 1273MB / Application 941MB
2026-08-22 22:04,227.38,7242,66,Google 1791MB / Claude 1107MB / Arknights 1105MB
2026-08-22 22:14,227.38,8063,65,Google 1588MB / Arknights 1306MB / Claude 1149MB
2026-08-22 22:24,227.38,7423,66,Google 2024MB / Claude 1145MB / WeChatAppEx 475MB
2026-08-22 22:34,227.38,7293,65,Google 1941MB / Claude 1174MB / Application 492MB
2026-08-22 22:44,227.38,7215,66,Google 1948MB / Claude 1158MB / Application 522MB
2026-08-22 22:54,227.38,7124,68,Google 1990MB / Claude 1162MB / Application 552MB
2026-08-22 23:04,227.38,6748,65,Google 2022MB / Claude 1182MB / Application 557MB
2026-08-22 23:14,227.38,6544,67,Google 2025MB / Claude 1173MB / WeChatAppEx 520MB
2026-08-22 23:24,227.38,6516,69,Google 2027MB / Claude 1188MB / Application 698MB
2026-08-22 23:34,227.38,6234,69,Google 2091MB / Claude 1324MB / Application 701MB
2026-08-22 23:44,227.38,6221,69,Google 2090MB / Claude 1356MB / Application 723MB
2026-08-22 23:54,227.38,6278,69,Google 2093MB / Claude 1359MB / Application 742MB
2026-08-23 00:04,227.38,6369,70,Google 2002MB / Claude 1310MB / Application 845MB
2026-08-23 00:14,227.38,6354,70,Google 2005MB / Claude 1332MB / Application 896MB
2026-08-23 00:24,227.38,6303,70,Google 2008MB / Claude 1342MB / Application 911MB
2026-08-23 00:34,227.38,6296,69,Google 2012MB / Claude 1312MB / Application 910MB
2026-08-23 00:44,227.38,6307,69,Google 2011MB / Claude 1337MB / Application 899MB
2026-08-23 00:54,227.38,6290,70,Google 2011MB / Claude 1317MB / Application 899MB
2026-08-23 01:04,227.38,6275,70,Google 2017MB / Claude 1325MB / Application 899MB
2026-08-23 01:14,227.38,6373,70,Google 2017MB / Claude 1323MB / Application 987MB
2026-08-23 01:24,227.38,6417,70,Google 2019MB / Claude 1363MB / Application 933MB
2026-08-23 01:34,227.38,6461,70,Google 2017MB / Claude 1338MB / Application 912MB
2026-08-23 01:44,227.38,6473,70,Google 2018MB / Claude 1338MB / Application 993MB
2026-08-23 01:54,227.38,6483,70,Google 2020MB / Claude 1351MB / Application 999MB
2026-08-23 02:04,227.38,6483,70,Google 2026MB / Claude 1327MB / Application 1000MB
2026-08-23 02:14,227.38,6499,70,Google 2022MB / Claude 1326MB / Application 1000MB
2026-08-23 02:24,227.38,6529,70,Google 1975MB / Claude 1348MB / Application 1054MB
2026-08-23 02:34,227.38,6526,70,Google 1938MB / Claude 1337MB / Application 1041MB
2026-08-23 02:44,227.38,6516,70,Google 1922MB / Claude 1333MB / Application 926MB
2026-08-23 02:54,227.38,6506,70,Google 1928MB / Claude 1331MB / Application 930MB
2026-08-23 03:04,227.38,6489,70,Google 1929MB / Claude 1328MB / Application 935MB
2026-08-23 03:14,227.38,6473,70,Google 1931MB / Claude 1305MB / Application 978MB
2026-08-23 03:24,227.38,6469,70,Google 1932MB / Claude 1305MB / Application 981MB
2026-08-23 03:34,227.38,6463,70,Google 1938MB / Claude 1303MB / Application 985MB
2026-08-23 03:44,227.38,6462,71,Google 1939MB / Claude 1310MB / Application 1011MB
2026-08-23 03:54,227.38,6458,71,Google 1934MB / Claude 1342MB / Application 1061MB
2026-08-23 04:04,227.38,6416,71,Google 1934MB / Claude 1351MB / Application 1081MB
2026-08-23 04:14,227.38,6402,71,Google 1938MB / Claude 1347MB / Application 1081MB
2026-08-23 04:24,227.38,6395,71,Google 1939MB / Claude 1340MB / Application 1081MB
2026-08-23 04:34,227.38,6420,71,Google 1941MB / Claude 1343MB / Application 1081MB
2026-08-23 04:44,227.38,6416,71,Google 1942MB / Claude 1335MB / Application 1081MB
2026-08-23 04:54,227.38,6440,71,Google 1943MB / Claude 1335MB / Application 1081MB
2026-08-23 05:04,227.38,6499,71,Google 1944MB / Claude 1336MB / Application 1081MB
2026-08-23 05:14,227.38,6518,70,Google 1945MB / Claude 1336MB / Application 1081MB
2026-08-23 05:24,227.38,6498,70,Google 1947MB / Claude 1328MB / Application 1081MB
2026-08-23 05:34,227.38,6545,70,Google 1948MB / Claude 1329MB / Application 1081MB
2026-08-23 05:44,227.38,6539,70,Google 1949MB / Claude 1332MB / Application 1081MB
2026-08-23 05:54,227.38,6534,70,Google 1950MB / Claude 1333MB / Application 1081MB
2026-08-23 06:04,227.38,6535,70,Google 1950MB / Claude 1346MB / Application 1055MB
2026-08-23 06:14,227.38,6517,70,Google 1974MB / Claude 1343MB / Application 846MB
2026-08-23 06:24,227.38,6489,70,Google 1967MB / Claude 1345MB / Application 941MB
2026-08-23 06:34,227.38,6478,71,Google 1970MB / Claude 1356MB / Application 955MB
2026-08-23 06:44,227.38,6466,71,Google 1965MB / Claude 1332MB / Application 966MB
2026-08-23 06:54,227.38,6459,71,Google 1967MB / Claude 1334MB / Application 1024MB
2026-08-23 07:04,227.38,6774,70,Google 1966MB / Claude 1351MB / Application 984MB
2026-08-23 07:14,227.38,6968,70,Google 1781MB / Claude 1357MB / Application 1005MB
2026-08-23 07:24,227.38,6939,70,Google 1781MB / Claude 1346MB / Application 1051MB
2026-08-23 07:34,227.38,6927,70,Google 1782MB / Claude 1360MB / Application 1051MB
2026-08-23 07:44,227.38,6920,70,Google 1784MB / Claude 1362MB / Application 1051MB
2026-08-23 07:54,227.38,6912,70,Google 1804MB / Claude 1350MB / Application 1051MB
2026-08-23 08:04,227.38,6877,70,Google 1816MB / Claude 1352MB / Application 1051MB
2026-08-23 08:14,227.38,6807,69,Google 1863MB / Claude 1352MB / Application 1051MB
2026-08-23 08:24,227.38,6802,69,Google 1865MB / Claude 1350MB / Application 1051MB
2026-08-23 08:34,227.38,6800,69,Google 1863MB / Claude 1352MB / Application 1051MB
2026-08-23 08:44,227.38,6798,69,Google 1866MB / Claude 1355MB / Application 1051MB
2026-08-23 08:54,227.38,6777,69,Google 1870MB / Claude 1357MB / Application 1051MB
2026-08-23 09:04,227.38,6736,69,Google 1870MB / Claude 1360MB / Application 1051MB
2026-08-23 09:14,227.38,6785,69,Google 1872MB / Claude 1357MB / Application 1051MB
2026-08-23 09:24,227.38,6772,70,Google 1872MB / Claude 1357MB / Application 1051MB
2026-08-23 09:34,227.38,6768,70,Google 1886MB / Claude 1358MB / Application 1051MB
2026-08-23 09:44,227.38,6780,70,Google 1886MB / Claude 1359MB / Application 1051MB
2026-08-23 09:54,227.38,6785,70,Google 1881MB / Claude 1360MB / Application 1051MB
2026-08-23 10:04,227.38,6800,70,Google 1882MB / Claude 1358MB / Application 1051MB
2026-08-23 10:14,227.38,6788,70,Google 1884MB / Claude 1360MB / Application 1051MB
2026-08-23 10:24,227.38,6773,70,Google 1874MB / Claude 1360MB / Application 1051MB
2026-08-23 10:34,227.38,6754,70,Google 1877MB / Claude 1357MB / Application 1051MB
2026-08-23 10:44,227.38,6754,70,Google 1878MB / Claude 1358MB / Application 1051MB
