时间,swap已用MB,压缩内存MB,空闲%,内存占用前三
2026-08-29 01:52,0.00,9328,56,Google 2883MB / Claude 1489MB / Application 1159MB
2026-08-29 02:02,0.00,8772,60,Google 2960MB / Claude 1774MB / Application 1278MB
2026-08-29 02:12,0.00,10142,56,Google 2924MB / Claude 1401MB / Application 1056MB
2026-08-29 02:22,0.00,10296,54,Google 3197MB / Claude 1608MB / Application 1018MB
2026-08-29 02:32,0.00,10173,56,Google 2585MB / Claude 1424MB / Application 863MB
2026-08-29 02:42,0.00,9698,56,Google 2619MB / Claude 1528MB / Application 1154MB
2026-08-29 02:52,0.00,9671,57,Google 3322MB / Claude 1566MB / Application 1008MB
2026-08-29 03:02,0.00,9913,55,Google 3308MB / Claude 1602MB / Application 990MB
2026-08-29 03:12,0.00,10077,56,Google 3156MB / Claude 1650MB / Application 1073MB
2026-08-29 03:22,0.00,10395,54,Google 3062MB / Claude 1530MB / Application 889MB
2026-08-29 03:32,0.00,10484,53,Google 2936MB / Claude 1410MB / Application 893MB
2026-08-29 03:42,0.00,10434,55,Google 2834MB / Claude 1718MB / Application 1010MB
2026-08-29 03:52,0.00,10414,56,Google 2933MB / Claude 1758MB / Application 1433MB
2026-08-29 04:02,0.00,10685,54,Google 2928MB / Claude 1620MB / Application 928MB
2026-08-29 04:12,0.00,10798,53,Google 2678MB / Claude 1844MB / Application 911MB
2026-08-29 04:22,0.00,10311,55,Google 3258MB / Claude 1676MB / Application 1168MB
2026-08-29 04:32,0.00,10542,55,Google 2959MB / Claude 1692MB / Application 1170MB
2026-08-29 04:42,0.00,10450,55,Google 3166MB / Claude 1870MB / Application 1156MB
2026-08-29 04:52,0.00,10319,55,Google 2983MB / Claude 1860MB / Application 1048MB
2026-08-29 05:02,2932.00,11628,66,Google 1164MB / Claude 1095MB / Application 770MB
2026-08-29 05:12,2844.00,9217,75,Google 3491MB / Claude 1493MB / Application 1228MB
2026-08-29 05:22,2740.00,8442,73,Google 2906MB / Claude 1438MB / Application 1208MB
2026-08-29 05:32,2676.00,6687,79,Google 3062MB / Claude 1623MB / spindump 540MB
2026-08-29 05:42,2668.00,7774,74,Google 2360MB / Arknights 1475MB / Claude 1179MB
2026-08-29 05:52,2668.00,8294,74,Google 1970MB / Claude 1362MB / Application 841MB
2026-08-29 06:02,2628.00,7526,77,Google 2088MB / Claude 1487MB / Application 858MB
2026-08-29 06:12,2612.00,7849,76,Google 2216MB / Claude 1515MB / Application 838MB
2026-08-29 06:22,2612.00,7768,77,Google 2229MB / Claude 1576MB / Application 839MB
2026-08-29 06:32,2612.00,7703,77,Google 2246MB / Claude 1577MB / Application 842MB
2026-08-29 06:42,2612.00,7770,74,Google 2210MB / Claude 1651MB / Application 807MB
2026-08-29 06:52,2612.00,7651,77,Google 2186MB / Claude 1649MB / Application 820MB
2026-08-29 07:02,2612.00,7626,78,Google 2196MB / Claude 1650MB / Application 820MB
2026-08-29 07:12,2612.00,7620,78,Google 2208MB / Claude 1593MB / Application 820MB
2026-08-29 07:22,2612.00,7571,78,Google 2208MB / Claude 1594MB / Application 822MB
2026-08-29 07:32,2612.00,7564,78,Google 2213MB / Claude 1596MB / Application 822MB
2026-08-29 07:42,2604.00,7557,78,Google 2221MB / Claude 1595MB / Application 822MB
2026-08-29 07:52,2604.00,7552,78,Google 2222MB / Claude 1595MB / Application 822MB
2026-08-29 08:02,2604.00,7487,78,Google 2282MB / Claude 1598MB / Application 823MB
2026-08-29 08:12,1946.75,7477,78,Google 2285MB / Claude 1597MB / Application 823MB
2026-08-29 08:22,1946.75,7416,79,Google 2285MB / Claude 1592MB / Application 823MB
2026-08-29 08:32,1946.75,7414,79,Google 2292MB / Claude 1595MB / Application 823MB
2026-08-29 08:42,1946.75,7405,79,Google 2295MB / Claude 1594MB / Application 823MB
2026-08-29 08:52,1946.75,7347,78,Google 2291MB / Claude 1596MB / Application 823MB
2026-08-29 09:02,1946.75,7303,78,Google 2294MB / Claude 1589MB / Application 823MB
2026-08-29 09:12,1922.75,7212,78,Google 2314MB / Claude 1591MB / Application 813MB
2026-08-29 09:22,1922.75,7160,78,Google 2320MB / Claude 1591MB / Application 813MB
2026-08-29 09:32,1914.75,7154,78,Google 2327MB / Claude 1594MB / Application 813MB
2026-08-29 09:42,1914.75,7162,78,Google 2330MB / Claude 1593MB / Application 794MB
2026-08-29 09:52,1914.75,7157,78,Google 2334MB / Claude 1595MB / Application 794MB
2026-08-29 10:02,1914.75,7152,78,Google 2335MB / Claude 1594MB / Application 794MB
2026-08-29 10:12,1914.75,7150,79,Google 2332MB / Claude 1598MB / Application 816MB
2026-08-29 10:22,1914.75,7316,78,Google 2327MB / Claude 1553MB / Application 819MB
2026-08-29 10:32,1914.75,7409,77,Google 2327MB / Claude 1571MB / Application 833MB
2026-08-29 10:42,1898.75,7710,77,Google 2327MB / Claude 1443MB / Application 767MB
2026-08-29 10:52,1898.75,7676,77,Google 2338MB / Claude 1446MB / Application 767MB
2026-08-29 11:02,1898.75,7694,77,Google 2335MB / Claude 1492MB / Application 791MB
2026-08-29 11:12,1898.75,7688,77,Google 2336MB / Claude 1494MB / Application 791MB
2026-08-29 11:22,1898.75,7703,77,Google 2335MB / Claude 1496MB / Application 790MB
2026-08-29 11:32,1898.75,7701,77,Google 2334MB / Claude 1454MB / Application 793MB
2026-08-29 11:42,1898.75,7699,77,Google 2331MB / Claude 1452MB / Application 793MB
2026-08-29 11:52,1898.75,7690,77,Google 2332MB / Claude 1454MB / Application 793MB
2026-08-29 12:02,1890.75,7700,77,Google 2335MB / Claude 1453MB / Application 794MB
2026-08-29 12:12,1890.75,7758,77,Google 2336MB / Claude 1446MB / Application 794MB
2026-08-29 12:22,1890.75,7724,77,Google 2340MB / Claude 1447MB / Application 794MB
2026-08-29 12:32,1890.75,7808,76,Google 2337MB / Claude 1444MB / Application 793MB
2026-08-29 12:42,1890.75,7790,76,Google 2341MB / Claude 1444MB / Application 794MB
2026-08-29 12:52,1890.75,7853,76,Google 2334MB / Claude 1479MB / Application 843MB
2026-08-29 13:02,1890.75,7865,77,Google 2344MB / Claude 1482MB / Application 846MB
2026-08-29 13:12,1890.75,7866,77,Google 2342MB / Claude 1484MB / Application 849MB
2026-08-29 13:22,1890.75,7919,77,Google 2346MB / Claude 1514MB / Application 892MB
2026-08-29 13:32,1890.75,7897,77,Google 2348MB / Claude 1492MB / Application 893MB
2026-08-29 13:42,1890.75,7904,77,Google 2349MB / Claude 1506MB / Application 844MB
2026-08-29 13:52,1890.75,7900,77,Google 2353MB / Claude 1494MB / Application 844MB
2026-08-29 14:02,1890.75,7894,77,Google 2355MB / Claude 1504MB / Application 858MB
2026-08-29 14:12,1890.75,7893,77,Google 2357MB / Claude 1505MB / Application 858MB
2026-08-29 14:22,1890.75,7920,77,Google 2356MB / Claude 1501MB / Application 855MB
2026-08-29 14:32,1890.75,7919,77,Google 2351MB / Claude 1497MB / Application 856MB
2026-08-29 14:42,1890.75,7914,77,Google 2353MB / Claude 1498MB / Application 856MB
2026-08-29 14:52,1890.75,7914,77,Google 2352MB / Claude 1493MB / Application 856MB
2026-08-29 15:02,1890.75,7933,76,Google 2355MB / Claude 1490MB / Application 857MB
2026-08-29 15:12,1890.75,7932,76,Google 2355MB / Claude 1487MB / Application 857MB
2026-08-29 15:22,1890.75,7923,76,Google 2352MB / Claude 1481MB / Application 856MB
2026-08-29 15:32,1890.75,7902,76,Google 2354MB / Claude 1478MB / Application 855MB
2026-08-29 15:42,1890.75,7891,76,Google 2355MB / Claude 1479MB / Application 855MB
2026-08-29 15:52,1890.75,7917,76,Google 2359MB / Claude 1499MB / Application 930MB
2026-08-29 16:02,1890.75,7918,77,Google 2350MB / Claude 1509MB / Application 926MB
2026-08-29 16:12,1882.75,7899,76,Google 2354MB / Claude 1519MB / Application 950MB
2026-08-29 16:22,1882.75,7898,76,Google 2354MB / Claude 1516MB / Application 953MB
2026-08-29 16:32,1882.75,7895,76,Google 2353MB / Claude 1546MB / Application 954MB
2026-08-29 16:42,1874.75,7946,76,Google 2352MB / Claude 1530MB / Application 998MB
2026-08-29 16:52,1874.75,7948,76,Google 2348MB / Claude 1506MB / Application 1017MB
2026-08-29 17:02,1874.75,7980,76,Google 2353MB / Claude 1472MB / Application 1079MB
2026-08-29 17:12,1874.75,7979,76,Google 2352MB / Claude 1484MB / Application 1093MB
2026-08-29 17:22,1874.75,8037,76,Google 2343MB / Claude 1489MB / Application 1095MB
2026-08-29 17:32,1874.75,8108,76,Google 2346MB / Claude 1481MB / Application 1114MB
2026-08-29 17:42,1874.75,8105,76,Google 2346MB / Claude 1485MB / Application 1213MB
2026-08-29 17:52,1874.75,8126,75,Google 2348MB / Claude 1487MB / Application 1320MB
2026-08-29 18:02,1874.75,8256,76,Google 2339MB / Claude 1501MB / Application 1318MB
2026-08-29 18:12,1874.75,8347,75,Google 2330MB / Claude 1493MB / Application 1330MB
2026-08-29 18:22,1874.75,8422,75,Google 2328MB / Application 1537MB / Claude 1500MB
2026-08-29 18:32,1874.75,8433,75,Google 2326MB / Application 1539MB / Claude 1470MB
2026-08-29 18:42,1874.75,8419,75,Google 2330MB / Application 1542MB / Claude 1461MB
2026-08-29 18:52,1874.75,8416,75,Google 2331MB / Application 1520MB / Claude 1475MB
2026-08-29 19:02,1874.75,8514,76,Google 2340MB / Application 1499MB / Claude 1487MB
2026-08-29 19:12,1874.75,8065,75,Google 3168MB / Claude 1564MB / Application 1114MB
2026-08-29 19:22,1874.75,8222,76,Google 2798MB / Claude 1511MB / Application 1108MB
2026-08-29 19:32,1874.75,8179,76,Google 2801MB / Claude 1502MB / Application 1109MB
2026-08-29 19:42,1874.75,8167,76,Google 2821MB / Claude 1503MB / Application 1109MB
2026-08-29 19:52,1874.75,7998,76,Google 2826MB / Claude 1450MB / Application 1077MB
2026-08-29 20:02,1874.75,7970,76,Google 2830MB / Claude 1451MB / Application 1077MB
2026-08-29 20:12,1874.75,7997,76,Google 2803MB / Claude 1454MB / Application 1075MB
2026-08-29 20:22,1874.75,8004,76,Google 2783MB / Claude 1455MB / Application 1059MB
2026-08-29 20:32,1874.75,8006,76,Google 2763MB / Claude 1463MB / Application 1059MB
2026-08-29 20:42,1874.75,8036,76,Google 2702MB / Claude 1448MB / Application 1045MB
2026-08-29 20:52,1874.75,7960,75,Google 2734MB / Claude 1444MB / Application 1042MB
2026-08-29 21:02,1874.75,7991,75,Google 2722MB / Claude 1441MB / Application 1027MB
2026-08-29 21:12,1874.75,7989,75,Google 2721MB / Claude 1444MB / Application 1028MB
2026-08-29 21:22,1874.75,7980,75,Google 2719MB / Claude 1444MB / Application 992MB
2026-08-29 21:32,1874.75,7959,75,Google 2725MB / Claude 1448MB / Application 994MB
2026-08-29 21:42,1874.75,7982,75,Google 2714MB / Claude 1447MB / Application 991MB
2026-08-29 21:52,1874.75,7986,76,Google 2714MB / Claude 1448MB / Application 991MB
2026-08-29 22:02,1874.75,7987,75,Google 2713MB / Claude 1443MB / Application 992MB
2026-08-29 22:12,1874.75,8043,75,Google 2699MB / Claude 1437MB / Application 963MB
2026-08-29 22:22,1874.75,8030,75,Google 2698MB / Claude 1437MB / Application 963MB
2026-08-29 22:32,1874.75,8168,75,Google 2698MB / Claude 1474MB / Application 1012MB
2026-08-29 22:42,1874.75,8158,75,Google 2696MB / Claude 1489MB / Application 1013MB
2026-08-29 22:52,1874.75,8217,75,Google 2701MB / Claude 1483MB / Application 1014MB
2026-08-29 23:02,1874.75,8215,75,Google 2702MB / Claude 1480MB / Application 1014MB
2026-08-29 23:12,1874.75,8211,75,Google 2697MB / Claude 1480MB / Application 1014MB
2026-08-29 23:22,1874.75,8275,75,Google 2696MB / Claude 1482MB / Application 1014MB
2026-08-29 23:32,1874.75,8329,75,Google 2695MB / Claude 1487MB / Application 1014MB
2026-08-29 23:42,1874.75,8351,75,Google 2699MB / Claude 1487MB / Application 1015MB
2026-08-29 23:52,1874.75,8355,75,Google 2698MB / Claude 1481MB / Application 1015MB
2026-08-30 00:02,1866.75,8348,75,Google 2693MB / Claude 1483MB / Application 1015MB
2026-08-30 00:12,1866.75,8380,75,Google 2700MB / Claude 1474MB / Application 997MB
2026-08-30 00:22,1866.75,8412,75,Google 2699MB / Claude 1468MB / Application 993MB
2026-08-30 00:32,1866.75,8411,75,Google 2711MB / Claude 1468MB / Application 988MB
2026-08-30 00:42,1866.75,8423,75,Google 2708MB / Claude 1466MB / Application 987MB
2026-08-30 00:52,1866.75,8414,75,Google 2706MB / Claude 1468MB / Application 987MB
2026-08-30 01:02,1858.75,8403,75,Google 2706MB / Claude 1467MB / Application 987MB
2026-08-30 01:12,1858.75,8402,75,Google 2707MB / Claude 1469MB / Application 988MB
2026-08-30 01:22,1858.75,8398,75,Google 2710MB / Claude 1464MB / Application 988MB
2026-08-30 01:32,1858.75,8397,75,Google 2710MB / Claude 1465MB / Application 987MB
2026-08-30 01:42,1858.75,8392,76,Google 2713MB / Claude 1464MB / Application 988MB
2026-08-30 01:52,1858.75,8304,76,Google 2713MB / Claude 1467MB / Application 988MB
2026-08-30 02:02,1858.75,8323,76,Google 2712MB / Claude 1465MB / Application 988MB
2026-08-30 02:12,1858.75,8315,76,Google 2712MB / Claude 1465MB / Application 987MB
2026-08-30 02:22,1858.75,8301,75,Google 2712MB / Claude 1467MB / Application 987MB
2026-08-30 02:32,1858.75,8307,75,Google 2714MB / Claude 1467MB / Application 988MB
2026-08-30 02:42,1858.75,8303,75,Google 2716MB / Claude 1466MB / Application 988MB
2026-08-30 02:52,1858.75,8293,75,Google 2712MB / Claude 1468MB / Application 988MB
2026-08-30 03:02,1858.75,8304,75,Google 2718MB / Claude 1466MB / Application 987MB
2026-08-30 03:12,1858.75,8298,75,Google 2717MB / Claude 1467MB / Application 987MB
2026-08-30 03:22,1858.75,9150,71,Google 2625MB / Claude 1270MB / Application 792MB
2026-08-30 03:32,1858.75,8840,73,Google 2648MB / Claude 1286MB / Application 793MB
2026-08-30 03:42,1858.75,8802,73,Google 2657MB / Claude 1286MB / Application 797MB
2026-08-30 03:52,1858.75,8514,73,Google 2670MB / Claude 1304MB / Application 798MB
2026-08-30 04:02,1858.75,8497,73,Google 2682MB / Claude 1304MB / Application 798MB
2026-08-30 04:12,1858.75,8457,73,Google 2686MB / Claude 1305MB / Application 798MB
2026-08-30 04:22,1850.75,8438,73,Google 2698MB / Claude 1308MB / Application 799MB
2026-08-30 04:32,1850.75,8433,73,Google 2696MB / Claude 1311MB / Application 799MB
2026-08-30 04:42,1850.75,8426,73,Google 2701MB / Claude 1311MB / Application 799MB
2026-08-30 04:52,1850.75,8414,73,Google 2698MB / Claude 1312MB / Application 800MB
2026-08-30 05:02,1850.75,8409,73,Google 2704MB / Claude 1307MB / Application 800MB
2026-08-30 05:12,1850.75,8404,73,Google 2702MB / Claude 1307MB / Application 801MB
2026-08-30 05:22,1850.75,8402,73,Google 2703MB / Claude 1309MB / Application 802MB
2026-08-30 05:32,1850.75,8399,73,Google 2706MB / Claude 1312MB / Application 802MB
2026-08-30 05:42,1850.75,8396,73,Google 2706MB / Claude 1311MB / Application 806MB
2026-08-30 05:52,1850.75,8389,73,Google 2707MB / Claude 1312MB / Application 806MB
2026-08-30 06:02,1850.75,8382,73,Google 2708MB / Claude 1314MB / Application 806MB
2026-08-30 06:12,1850.75,8380,73,Google 2714MB / Claude 1309MB / Application 806MB
2026-08-30 06:22,1850.75,8379,74,Google 2708MB / Claude 1309MB / Application 807MB
2026-08-30 06:32,1850.75,8360,74,Google 2705MB / Claude 1328MB / Application 807MB
2026-08-30 06:42,1850.75,8355,74,Google 2709MB / Claude 1328MB / Application 808MB
2026-08-30 06:52,1850.75,8364,74,Google 2706MB / Claude 1328MB / Application 901MB
2026-08-30 07:02,1850.75,9125,72,Google 2594MB / Application 1495MB / Claude 1182MB
2026-08-30 07:12,1850.75,9118,72,Google 2596MB / Application 1495MB / Claude 1181MB
2026-08-30 07:22,1850.75,9035,72,Google 2595MB / Application 1495MB / Claude 1179MB
2026-08-30 07:32,1850.75,9069,72,Google 2592MB / Application 1493MB / Claude 1173MB
2026-08-30 07:42,1850.75,9067,72,Google 2589MB / Application 1493MB / Claude 1173MB
2026-08-30 07:52,1850.75,9087,72,Google 2593MB / Application 1493MB / Claude 1173MB
2026-08-30 08:02,1850.75,9074,72,Google 2593MB / Application 1493MB / Claude 1174MB
2026-08-30 08:12,1850.75,9044,71,Google 2592MB / Application 1493MB / Claude 1175MB
2026-08-30 08:22,1850.75,9043,71,Google 2594MB / Application 1493MB / Claude 1176MB
2026-08-30 08:32,1850.75,8937,72,Google 2611MB / Application 1462MB / Claude 1174MB
2026-08-30 08:42,1850.75,8936,72,Google 2615MB / Application 1462MB / Claude 1174MB
2026-08-30 08:52,1850.75,8937,72,Google 2613MB / Application 1314MB / Claude 1174MB
2026-08-30 09:02,1850.75,8873,72,Google 2611MB / Application 1315MB / Claude 1174MB
2026-08-30 09:12,1850.75,8848,73,Google 2615MB / Application 1315MB / Claude 1174MB
2026-08-30 09:22,1850.75,8870,73,Google 2615MB / Application 1303MB / Claude 1176MB
2026-08-30 09:32,1850.75,8866,72,Google 2618MB / Application 1354MB / Claude 1180MB
2026-08-30 09:42,1850.75,8864,72,Google 2619MB / Application 1303MB / Claude 1176MB
2026-08-30 09:52,1850.75,8812,72,Google 2618MB / Application 1338MB / Claude 1187MB
2026-08-30 10:02,1850.75,8783,72,Google 2619MB / Application 1305MB / Claude 1189MB
2026-08-30 10:12,1850.75,8764,72,Google 2619MB / Application 1264MB / Claude 1186MB
2026-08-30 10:22,1850.75,8760,72,Google 2623MB / Application 1264MB / Claude 1194MB
2026-08-30 10:32,1850.75,8759,72,Google 2622MB / Application 1315MB / Claude 1198MB
2026-08-30 10:42,1850.75,8633,73,Google 2626MB / Claude 1199MB / Application 1146MB
2026-08-30 10:52,1850.75,8645,73,Google 2624MB / Claude 1175MB / Application 1115MB
2026-08-30 11:02,1850.75,8645,73,Google 2623MB / Claude 1189MB / Application 1103MB
2026-08-30 11:12,1850.75,8644,73,Google 2628MB / Claude 1191MB / Application 1090MB
2026-08-30 11:22,1850.75,8641,73,Google 2625MB / Claude 1191MB / Application 1075MB
2026-08-30 11:32,1850.75,8637,72,Google 2628MB / Claude 1195MB / Application 1149MB
2026-08-30 11:42,1850.75,8637,73,Google 2629MB / Claude 1195MB / Application 1071MB
2026-08-30 11:52,1850.75,8633,73,Google 2627MB / Claude 1197MB / Application 1071MB
2026-08-30 12:02,1850.75,8630,73,Google 2622MB / Claude 1188MB / Application 1050MB
2026-08-30 12:12,1850.75,8624,73,Google 2624MB / Claude 1189MB / Application 1050MB
2026-08-30 12:22,1850.75,8623,74,Google 2624MB / Claude 1175MB / Application 1023MB
2026-08-30 12:32,1850.75,8602,74,Google 2624MB / Claude 1202MB / Application 1095MB
2026-08-30 12:42,1850.75,8600,74,Google 2626MB / Claude 1190MB / Application 1099MB
2026-08-30 12:52,1850.75,8591,74,Google 2624MB / Claude 1194MB / Application 1099MB
2026-08-30 13:02,1850.75,8574,74,Google 2616MB / Claude 1232MB / Application 1063MB
2026-08-30 13:12,1850.75,8572,74,Google 2619MB / Claude 1238MB / Application 1066MB
2026-08-30 13:22,1850.75,8568,74,Google 2622MB / Claude 1231MB / Application 1067MB
2026-08-30 13:32,1850.75,8567,74,Google 2626MB / Claude 1241MB / Application 1059MB
2026-08-30 13:42,1842.75,8564,74,Google 2623MB / Claude 1242MB / Application 1066MB
2026-08-30 13:52,1842.75,8563,73,Google 2623MB / Claude 1236MB / Application 1067MB
2026-08-30 14:02,1842.75,8576,73,Google 2625MB / Claude 1249MB / Application 1057MB
2026-08-30 14:12,1842.75,8575,73,Google 2626MB / Claude 1251MB / Application 1057MB
2026-08-30 14:22,1842.75,8565,73,Google 2631MB / Claude 1253MB / Application 1057MB
2026-08-30 14:32,1842.75,8594,73,Google 2626MB / Claude 1257MB / Application 1042MB
2026-08-30 14:42,1842.75,8590,73,Google 2626MB / Claude 1257MB / Application 1042MB
2026-08-30 14:52,1842.75,8589,73,Google 2630MB / Claude 1245MB / Application 1042MB
2026-08-30 15:02,1842.75,8584,74,Google 2629MB / Claude 1245MB / Application 1042MB
2026-08-30 15:12,1842.75,8583,74,Google 2632MB / Claude 1241MB / Application 1042MB
2026-08-30 15:22,1842.75,13762,59,XprotectService 6578MB / Google 1210MB / Application 428MB
2026-08-30 15:32,1842.75,11802,65,Google 1699MB / Claude 668MB / Application 453MB
2026-08-30 15:42,1842.75,11256,66,Google 1808MB / Claude 917MB / Application 737MB
2026-08-30 15:52,1842.75,10382,69,Google 2023MB / Claude 966MB / Application 737MB
2026-08-30 16:02,1842.75,10328,69,Google 2035MB / Claude 966MB / Application 738MB
2026-08-30 16:12,1842.75,10215,70,Google 2068MB / Claude 969MB / Application 738MB
2026-08-30 16:22,1842.75,10116,70,Google 2134MB / Claude 980MB / Application 751MB
2026-08-30 16:32,1842.75,10082,70,Google 2140MB / Claude 987MB / Application 774MB
2026-08-30 16:42,1842.75,10066,70,Google 2141MB / Claude 989MB / Application 774MB
2026-08-30 16:52,1842.75,10042,70,Google 2146MB / Claude 988MB / Application 775MB
2026-08-30 17:02,1842.75,10008,70,Google 2151MB / Claude 1011MB / Application 882MB
2026-08-30 17:12,1842.75,10000,70,Google 2156MB / Claude 1012MB / Application 883MB
2026-08-30 17:22,1842.75,9926,71,Google 2160MB / Claude 1021MB / Application 888MB
2026-08-30 17:32,1842.75,9871,71,Google 2202MB / Claude 1021MB / Application 898MB
2026-08-30 17:42,1842.75,9862,71,Google 2207MB / Claude 1009MB / Application 899MB
2026-08-30 17:52,1842.75,9845,71,Google 2206MB / Claude 1028MB / Application 900MB
2026-08-30 18:02,1842.75,9770,70,Google 2265MB / Claude 1021MB / Application 901MB
2026-08-30 18:12,1842.75,9755,70,Google 2267MB / Claude 1030MB / Application 901MB
2026-08-30 18:22,1842.75,9731,70,Google 2275MB / Claude 1031MB / Application 902MB
2026-08-30 18:32,1842.75,9724,70,Google 2284MB / Claude 1034MB / Application 902MB
2026-08-30 18:42,1842.75,9715,70,Google 2284MB / Claude 1033MB / Application 902MB
2026-08-30 18:52,1842.75,9679,70,Google 2290MB / Claude 1034MB / Application 903MB
2026-08-30 19:02,1842.75,9632,71,Google 2301MB / Claude 1039MB / Application 922MB
2026-08-30 19:12,1842.75,9601,71,Google 2299MB / Claude 1225MB / Application 923MB
2026-08-30 19:22,1842.75,9592,71,Google 2307MB / Claude 1217MB / Application 923MB
2026-08-30 19:32,1842.75,9565,71,Google 2305MB / Application 1537MB / Claude 1221MB
2026-08-30 19:42,1842.75,9556,71,Google 2310MB / Application 1538MB / Claude 1232MB
2026-08-30 19:52,1842.75,9553,71,Google 2312MB / Application 1542MB / Claude 1235MB
2026-08-30 20:02,1834.75,9540,71,Google 2317MB / Application 1543MB / Claude 1224MB
2026-08-30 20:12,1834.75,9469,71,Google 2313MB / Claude 1763MB / Application 1546MB
2026-08-30 20:22,1834.75,9458,71,Google 2318MB / Claude 1725MB / Application 1546MB
2026-08-30 20:32,1834.75,9443,71,Google 2333MB / Claude 1731MB / Application 1546MB
2026-08-30 20:42,1834.75,9394,71,Google 2333MB / Claude 1717MB / Application 1546MB
2026-08-30 20:52,1834.75,9368,71,Google 2336MB / Claude 1549MB / Application 1549MB
2026-08-30 21:02,1834.75,9292,71,Google 2339MB / Application 1605MB / Claude 1536MB
2026-08-30 21:12,1834.75,9300,72,Google 2337MB / Claude 1750MB / Application 1607MB
2026-08-30 21:22,1834.75,8408,71,Google 2327MB / Claude 1719MB / Application 1317MB
2026-08-30 21:32,1826.75,8429,73,Google 3266MB / Claude 1509MB / Application 1003MB
2026-08-30 21:42,1818.75,8372,71,Google 3197MB / Claude 1536MB / Application 1038MB
2026-08-30 21:52,1754.69,10387,64,Google 3148MB / Claude 1373MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 963MB
2026-08-30 22:02,1754.69,9895,67,Google 3047MB / Claude 1434MB / Application 871MB
2026-08-30 22:12,1698.69,10480,63,Google 3494MB / Claude 1053MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 846MB
2026-08-30 22:22,1698.69,10195,65,Google 3573MB / Claude 1128MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 890MB
2026-08-30 22:32,1698.69,11294,64,Google 3260MB / Claude 1333MB / Application 775MB
2026-08-30 22:42,1690.69,11357,61,Google 3169MB / Claude 1319MB / Application 852MB
2026-08-30 22:52,1690.69,12797,55,Google 5525MB / Claude 1002MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 623MB
2026-08-30 23:02,1682.69,12272,58,Google 4376MB / Claude 1193MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 590MB
2026-08-30 23:12,1674.69,12315,55,Google 3884MB / Claude 1262MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 603MB
2026-08-30 23:22,1674.69,11768,60,Google 3063MB / Claude 1255MB / Application 685MB
2026-08-30 23:32,1674.69,10532,60,Google 4519MB / Claude 1581MB / Application 472MB
2026-08-30 23:42,1666.69,10093,67,Google 3961MB / Claude 1404MB / ToDesk 634MB
2026-08-30 23:52,1666.69,10762,65,Google 3989MB / Claude 1749MB / Application 1056MB
2026-08-31 00:02,1658.69,10269,63,Google 3091MB / Claude 1906MB / Application 902MB
2026-08-31 00:12,1658.69,10463,65,Google 3537MB / Claude 1889MB / Application 962MB
2026-08-31 00:22,1658.69,10747,63,Google 3319MB / Claude 1622MB / Application 853MB
2026-08-31 00:32,1658.69,10897,62,Google 3142MB / Claude 1636MB / Application 899MB
2026-08-31 00:42,1658.69,10866,62,Google 3156MB / Claude 1601MB / Application 888MB
2026-08-31 00:52,1658.69,10735,63,Google 3260MB / Claude 1607MB / Application 845MB
2026-08-31 01:02,1658.69,10890,63,Google 3258MB / Claude 1631MB / Application 833MB
2026-08-31 01:12,1658.69,11267,60,Google 3133MB / Claude 1574MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 857MB
2026-08-31 01:22,1658.69,11135,61,Google 3425MB / Claude 1529MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 830MB
2026-08-31 01:32,1658.69,11176,61,Google 3300MB / Claude 1541MB / M-dM-<M^AM-dM-8M^ZM-eM->M-.M-dM-?M-! 836MB
2026-08-31 01:42,1658.69,11408,60,Google 3286MB / Claude 1586MB / Application 989MB
2026-08-31 01:52,1658.69,11756,62,Google 3329MB / Claude 1558MB / Application 1057MB
2026-08-31 02:02,1658.69,12186,60,Google 3000MB / Claude 1553MB / Application 1021MB
2026-08-31 02:12,1658.69,11926,59,Google 2659MB / Claude 1400MB / Application 1053MB
2026-08-31 02:22,1658.69,10975,64,Google 4259MB / Claude 1604MB / Application 1106MB
2026-08-31 02:32,1650.69,11403,60,Google 4329MB / Claude 1627MB / Application 1031MB
2026-08-31 02:42,1650.69,10594,64,Google 3565MB / Claude 1676MB / Application 1096MB
2026-08-31 02:52,1642.69,11942,60,Google 2582MB / Claude 1255MB / Application 874MB
2026-08-31 03:02,1642.69,11561,61,Google 2699MB / Claude 1313MB / Application 951MB
2026-08-31 03:12,1642.69,11256,62,Google 2722MB / Claude 1422MB / Application 960MB
2026-08-31 03:22,1642.69,11077,62,Google 2676MB / Claude 1264MB / Application 999MB
2026-08-31 03:32,1642.69,10425,64,Google 3021MB / Claude 1277MB / Application 1030MB
2026-08-31 03:42,805.31,5305,74,Claude 1427MB / Application 1099MB / ToDesk 322MB
2026-08-31 03:52,805.31,5550,76,Claude 1453MB / Application 1171MB / ToDesk 323MB
